File, Count, Channel, Segment, Bin, Value
Feedback001, 1, EMG_Zygo_RMS, 13, 6, 3.945926E-03
Feedback001, 1, EMG_Zygo_RMS, 13, 7, 1.622457E-03
Feedback001, 1, EMG_Zygo_RMS, 13, 8, 6.824716E-03
Feedback001, 1, EMG_Zygo_RMS, 13, 9, 1.686204E-03
Feedback001, 1, EMG_Zygo_RMS, 13, 10, 3.117269E-03
Feedback001, 1, EMG_Zygo_RMS, 13, 11, 6.063771E-04
Feedback001, 1, EMG_Zygo_RMS, 13, 12, 4.227203E-03
Feedback001, 1, EMG_Zygo_RMS, 13, 13, 6.596831E-02
Feedback001, 1, EMG_Zygo_RMS, 13, 14, 5.234374E-02
Feedback001, 1, EMG_Corr_RMS, 14, 1, 2.246452E-03
Feedback001, 1, EMG_Corr_RMS, 14, 2, 9.224748E-04
Feedback001, 1, EMG_Corr_RMS, 14, 3, 0
Feedback001, 1, EMG_Corr_RMS, 14, 4, 1.733116E-03
Feedback001, 1, EMG_Corr_RMS, 14, 5, 9.963631E-04
Feedback001, 1, EMG_Corr_RMS, 14, 6, 3.431374E-03
Feedback001, 1, EMG_Corr_RMS, 14, 7, 9.120265E-04
Feedback001, 1, EMG_Corr_RMS, 14, 8, 1.625999E-03
Feedback001, 1, EMG_Corr_RMS, 14, 9, 4.545818E-04
Feedback001, 1, EMG_Corr_RMS, 14, 10, 8.678909E-04
Feedback001, 1, EMG_Corr_RMS, 14, 11, 1.245825E-03
Feedback001, 1, EMG_Corr_RMS, 14, 12, 5.688844E-04
Feedback001, 1, EMG_Corr_RMS, 14, 13, 7.674333E-04
Feedback001, 1, EMG_Corr_RMS, 14, 14, 9.385066E-04
Feedback001, 1, EMG_Zygo_RMS, 14, 1, -5.013425E-03
Feedback001, 1, EMG_Zygo_RMS, 14, 2, -4.187932E-03
Feedback001, 1, EMG_Zygo_RMS, 14, 3, 0
Feedback001, 1, EMG_Zygo_RMS, 14, 4, -4.501313E-03
Feedback001, 1, EMG_Zygo_RMS, 14, 5, -3.423722E-03
Feedback001, 1, EMG_Zygo_RMS, 14, 6, -4.639857E-03
Feedback001, 1, EMG_Zygo_RMS, 14, 7, -7.463505E-03
